queue_rank,song_id,canonical_artist,canonical_title,first_release_year,dad_favorite_source_count,dad_source_count,appears_on_dad_favorite_source,popularity_score,popularity_status,recognition_status
867,Sc5177b3a34,Sheryl Crow,Riverwide,,1,1,1,,not_enriched,unreviewed
868,Sc61ec30143,Eagles,Take It Easy,,1,1,1,,not_enriched,unreviewed
869,Sc64759e6a8,Paul McCartney,Pipes of Peace,,1,1,1,,not_enriched,unreviewed
870,Sc64d88b1e3,The Beatles,Sun King (early mix),,1,1,1,,not_enriched,unreviewed
871,Sc6c5312724,The Steve Miller Band,Jet Airliner,,1,1,1,,not_enriched,unreviewed
872,Sc75f07dc12,Eagles,Try and Love Again,,1,1,1,,not_enriched,unreviewed
873,Sc829dcdbf3,New Moon Jelly Roll Freedom Rockers,"Oh Lord, Don’t Let Them Drop That Atom Bomb On Me",,1,1,1,,not_enriched,unreviewed
874,Sc841655ee1,The Beatles,Don’t Let Me Down,,1,1,1,,not_enriched,unreviewed
875,Sc8ac7254ad,Billy Idol,Daytime Drama,,1,1,1,,not_enriched,unreviewed
876,Sc8d5225d97,Tom Kimmel,A to Z,,1,1,1,,not_enriched,unreviewed
877,Sc8f65bdf9b,Jimi Hendrix,Are You Experienced,,1,1,1,,not_enriched,unreviewed
878,Sc95bc074fe,Carole King,So Far Away,,1,1,1,,not_enriched,unreviewed
879,Sc9675ba822,Huey Lewis and the News,I Want a New Drug,,1,1,1,,not_enriched,unreviewed
880,Sc9876c0e30,The Doors,People Are Strange,,1,1,1,,not_enriched,unreviewed
881,Sc9d90fd9b6,Bon Jovi,Let It Rock,,1,1,1,,not_enriched,unreviewed
882,Sc9e9ef74d7,Fleetwood Mac,Never Going Back Again,,1,1,1,,not_enriched,unreviewed
883,Sca215229a7,Huey Lewis & the News,Doing It All for My Baby,,1,1,1,,not_enriched,unreviewed
884,Sca371087db,Loggins & Messina,My Music,,1,1,1,,not_enriched,unreviewed
885,Scb59ce60dc,The Doobie Brothers,Rockin’ Down the Highway,,1,1,1,,not_enriched,unreviewed
886,Scb5ee71aa4,The Animals,House of the Rising Sun,,1,1,1,,not_enriched,unreviewed
887,Scb6fa633f5,New Moon Jelly Roll Freedom Rockers,She’s About a Mover,,1,1,1,,not_enriched,unreviewed
888,Scb9ae925b7,Peter Gabriel,This Is the Picture (Excellent Birds),,1,1,1,,not_enriched,unreviewed
889,Scc243778c4,Huey Lewis & the News,Heart and Soul,,1,1,1,,not_enriched,unreviewed
890,Scc24fb0fb3,Billy Joel,Christie Lee,,1,1,1,,not_enriched,unreviewed
891,Scc5b37fd02,Greg Kihn Band,Nothing's Gonna Change,,1,1,1,,not_enriched,unreviewed
892,Sccaefa7601,Neil Diamond,Hello Again,,1,1,1,,not_enriched,unreviewed
893,Sccdb1a6990,Creedence Clearwater Revival,Lookin’ out My Back Door,,1,1,1,,not_enriched,unreviewed
894,Scce92bcfdd,Collective Soul,Reach,,1,1,1,,not_enriched,unreviewed
895,Scd0555c00c,The Beatles,I Want to Tell You,,1,1,1,,not_enriched,unreviewed
896,Scd8c9263f2,The Beatles,Good Day Sunshine,,1,1,1,,not_enriched,unreviewed
897,Scd97eb98ff,Fleetwood Mac,Gold Dust Woman,,1,1,1,,not_enriched,unreviewed
898,Scdb16e48be,Alice Cooper,Elected,,1,1,1,,not_enriched,unreviewed
899,Scdc7d8e020,Bob Dylan,Rainy Day Women #12 & 35,,1,1,1,,not_enriched,unreviewed
900,Scddb0e89d7,The Babys,Money,,1,1,1,,not_enriched,unreviewed
901,Scdf5ca14df,Fleetwood Mac,World Turning,,1,1,1,,not_enriched,unreviewed
902,Sce145060a1,Jimi Hendrix,Ezy Ryder,,1,1,1,,not_enriched,unreviewed
903,Sce984085cf,The Doobie Brothers,Jesus Is Just Alright,,1,1,1,,not_enriched,unreviewed
904,Scea64bf97d,The Byrds,Eight Miles High,,1,1,1,,not_enriched,unreviewed
905,Sceefdeb1ae,Dire Straits,Love Over Gold,,1,1,1,,not_enriched,unreviewed
906,Scf0d733d1f,Billy Joel,Tell Her About It,,1,1,1,,not_enriched,unreviewed
907,Scf7687e08a,Greg Kihn Band,True Confessions,,1,1,1,,not_enriched,unreviewed
908,Scf9ab50cd0,Alice Cooper,School’s Out,,1,1,1,,not_enriched,unreviewed
909,Scfa39a4491,Eric Clapton,Knockin’ on Heaven’s Door,,1,1,1,,not_enriched,unreviewed
910,Sd018693b14,Fleetwood Mac,Go Your Own Way,,1,1,1,,not_enriched,unreviewed
911,Sd034175fa8,Heart,Will You Be There (in the Morning),,1,1,1,,not_enriched,unreviewed
912,Sd0888cc330,Huey Lewis & the News,The Heart of Rock & Roll,,1,1,1,,not_enriched,unreviewed
913,Sd0c9d9ac41,Greg Kihn Band,Valerie,,1,1,1,,not_enriched,unreviewed
914,Sd0da05999d,Paul McCartney & Wings,My Love,,1,1,1,,not_enriched,unreviewed
915,Sd140b65ed4,Peter Frampton,It’s a Plain Shame,,1,1,1,,not_enriched,unreviewed
916,Sd214dca7ae,The J. Geils Band,First I Look at the Purse,,1,1,1,,not_enriched,unreviewed
917,Sd246532fc8,Bon Jovi,Without Love,,1,1,1,,not_enriched,unreviewed
918,Sd26ded9283,The Association,Along Comes Mary,,1,1,1,,not_enriched,unreviewed
919,Sd2c56c5c0b,Kansas,What’s on My Mind,,1,1,1,,not_enriched,unreviewed
920,Sd2cd0e2f0e,Lindsey Buckingham,This Nearly Was Mine,,1,1,1,,not_enriched,unreviewed
921,Sd3562437cb,Kenny Loggins,Danny's Song,,1,1,1,,not_enriched,unreviewed
922,Sd359b1ca1c,The Doobie Brothers,Natural Thing,,1,1,1,,not_enriched,unreviewed
923,Sd468993084,New Moon Jelly Roll Freedom Rockers,If Blues Was Money,,1,1,1,,not_enriched,unreviewed
924,Sd48db844f1,Heart,Stranded,,1,1,1,,not_enriched,unreviewed
925,Sd4d0eac1b1,Lynyrd Skynyrd,What’s Your Name,,1,1,1,,not_enriched,unreviewed
926,Sd53844ac0c,Neil Diamond,Brother Love’s Traveling Salvation Show,,1,1,1,,not_enriched,unreviewed
927,Sd569afcdfe,The Animals,I’m Crying,,1,1,1,,not_enriched,unreviewed
928,Sd5a9d1b925,Led Zeppelin,D’yer Mak’er,,1,1,1,,not_enriched,unreviewed
929,Sd5c2126976,Ace,24 Hours,,1,1,1,,not_enriched,unreviewed
930,Sd626092659,Led Zeppelin,How Many More Times,,1,1,1,,not_enriched,unreviewed
931,Sd66900a99c,Collective Soul,Burning Bridges,,1,1,1,,not_enriched,unreviewed
932,Sd6733c310c,Bob Dylan,Tangled Up in Blue,,1,1,1,,not_enriched,unreviewed
933,Sd675963515,The Hollies,Stop in the Name of Love,,1,1,1,,not_enriched,unreviewed
934,Sd693b1d269,Eric Clapton,Let It Grow,,1,1,1,,not_enriched,unreviewed
935,Sd696a03183,Icehouse,Touch the Fire,,1,1,1,,not_enriched,unreviewed
936,Sd6dc0710a6,The 5th Dimension,One Less Bell to Answer,,1,1,1,,not_enriched,unreviewed
937,Sd7025a7230,The Beatles,Day Tripper,,1,1,1,,not_enriched,unreviewed
938,Sd726a2add4,The Babys,Back on My Feet Again,,1,1,1,,not_enriched,unreviewed
939,Sd79dbdc296,Lindsey Buckingham,Street of Dreams,,1,1,1,,not_enriched,unreviewed
940,Sd817367b32,"Crosby, Stills & Nash",Lady of the Island,,1,1,1,,not_enriched,unreviewed
941,Sd8a9a6d352,Billy Joel,Easy Money,,1,1,1,,not_enriched,unreviewed
942,Sd8cd0bbbb3,Journey,Anytime,,1,1,1,,not_enriched,unreviewed
943,Sd96b09100c,Dire Straits,Sultans of Swing,,1,1,1,,not_enriched,unreviewed
944,Sd97e49cb1f,The Animals,Dimples,,1,1,1,,not_enriched,unreviewed
945,Sd995abd47c,The 5th Dimension,Puppet Man,,1,1,1,,not_enriched,unreviewed
946,Sd9b0580f98,Collective Soul,Heaven's Already Here,,1,1,1,,not_enriched,unreviewed
947,Sd9cf2eabdf,Icehouse,Baby You're So Strange,,1,1,1,,not_enriched,unreviewed
948,Sd9d723920b,Creedence Clearwater Revival,Proud Mary,,1,1,1,,not_enriched,unreviewed
949,Sd9ee75002f,The Cars,You're All I've Got Tonight,,1,1,1,,not_enriched,unreviewed
950,Sdab4d635d2,The Cars,Bye Bye Love,,1,1,1,,not_enriched,unreviewed
951,Sdb481945e4,Fleetwood Mac,Little Lies,,1,1,1,,not_enriched,unreviewed
952,Sdb4b29cf0c,Gordon Lightfoot,Steel Rail Blues,,1,1,1,,not_enriched,unreviewed
953,Sdb75263bab,Kenny Loggins,Dangerzone,,1,1,1,,not_enriched,unreviewed
954,Sdbeec07762,"Crosby, Stills, Nash & Young",Almost Cut My Hair,,1,1,1,,not_enriched,unreviewed
955,Sdc0d4d08b5,Collective Soul,Sister Don't Cry,,1,1,1,,not_enriched,unreviewed
956,Sdc35263d65,Steve Miller Band,Mercury Blues,,1,1,1,,not_enriched,unreviewed
957,Sdc410ac54a,The Beatles,Lucy in the Sky With Diamonds,,1,1,1,,not_enriched,unreviewed
958,Sdc897fa1c7,Fleetwood Mac,Dreams,,1,1,1,,not_enriched,unreviewed
959,Sdcbbc9e146,Creedence Clearwater Revival,Who’ll Stop the Rain,,1,1,1,,not_enriched,unreviewed
960,Sdcdb822a6d,Ace,So Sorry Baby,,1,1,1,,not_enriched,unreviewed
961,Sdcf795651d,Gordon Lightfoot,Cold on the Shoulder,,1,1,1,,not_enriched,unreviewed
962,Sdd213e6cf3,Kansas,Magnum Opus: Father Padilla Meets the Perfect Gnat / Howling at the Moon / Man Overboard / Industry on Parade / Release the Beavers / Gnat Attack,,1,1,1,,not_enriched,unreviewed
963,Sdd32b5be61,Fleetwood Mac,Tango in the Night,,1,1,1,,not_enriched,unreviewed
964,Sdd59ab48f9,Huey Lewis & the News,I Want a New Drug,,1,1,1,,not_enriched,unreviewed
965,Sdd6d4cc837,"Crosby, Stills, Nash & Young",Carry On,,1,1,1,,not_enriched,unreviewed
966,Sdd78e7195e,Bad Company,Kickdown,,1,1,1,,not_enriched,unreviewed
967,Sddcec664f0,Lindsey Buckingham,This Is the Time,,1,1,1,,not_enriched,unreviewed
968,Sddf0d99dd6,Bob Dylan,Blowin' in the Wind,,1,1,1,,not_enriched,unreviewed
969,Sde1860be94,The Doors,Roadhouse Blues,,1,1,1,,not_enriched,unreviewed
970,Sde57ee0976,Steve Miller Band,Blue Odyssey,,1,1,1,,not_enriched,unreviewed
971,Sde9c159f16,Fleetwood Mac,I Don’t Want to Know,,1,1,1,,not_enriched,unreviewed
972,Sdeb00100b4,Bob Dylan,Subterranean Homesick Blues,,1,1,1,,not_enriched,unreviewed
973,Sdedd8cfb34,Heart,Lighter Touch,,1,1,1,,not_enriched,unreviewed
974,Sdee5bf7c32,Eric Clapton,Rollin’ & Tumblin’,,1,1,1,,not_enriched,unreviewed
975,Sdf1b6d8b47,Grand Funk Railroad,Rock & Roll Soul,,1,1,1,,not_enriched,unreviewed
976,Sdf2f92fb9c,The Beatles,For No One,,1,1,1,,not_enriched,unreviewed
977,Sdf6cb84522,Collective Soul,Shine,,1,1,1,,not_enriched,unreviewed
978,Se05e79b034,"Crosby, Stills & Nash",Guinnevere,,1,1,1,,not_enriched,unreviewed
979,Se061cf11d0,Peter Gabriel,In Your Eyes,,1,1,1,,not_enriched,unreviewed
980,Se06a679784,Led Zeppelin,Bring It On Home,,1,1,1,,not_enriched,unreviewed
981,Se092fae393,Paul McCartney,Hot as Sun / Glasses,,1,1,1,,not_enriched,unreviewed
982,Se13f638bea,Paul McCartney,Spirits Of Ancient Egypt,,1,1,1,,not_enriched,unreviewed
983,Se16d7dee71,Fleetwood Mac,Isn't It Midnight,,1,1,1,,not_enriched,unreviewed
984,Se19c0a44b0,Led Zeppelin,Gallows Pole,,1,1,1,,not_enriched,unreviewed
985,Se19d6c5a17,The Beatles,Carry That Weight,,1,1,1,,not_enriched,unreviewed
986,Se1bf7fe4d6,Loggins & Messina,Peace of Mind,,1,1,1,,not_enriched,unreviewed
987,Se2122ec614,George Harrison,Give Me Love (Give Me Peace on Earth),,1,1,1,,not_enriched,unreviewed
988,Se2a24f5b35,Tracy Chapman,Freedom Now,,1,1,1,,not_enriched,unreviewed
989,Se2b94506fd,Loggins & Messina,Angry Eyes,,1,1,1,,not_enriched,unreviewed
990,Se36c759e71,Grand Funk Railroad,To Get Back In,,1,1,1,,not_enriched,unreviewed
991,Se381f0a0aa,Jackson Browne,Your Bright Baby Blues,,1,1,1,,not_enriched,unreviewed
992,Se398260940,Tracy Chapman,Be Careful of My Heart,,1,1,1,,not_enriched,unreviewed
993,Se483c2ceea,"Crosby, Stills & Nash",Helplessly Hoping,,1,1,1,,not_enriched,unreviewed
994,Se49dde8c3a,Tom Kimmel,That's Freedom,,1,1,1,,not_enriched,unreviewed
995,Se4d772f4f3,Elton John,Levon,,1,1,1,,not_enriched,unreviewed
996,Se4e0f9232b,Eric Clapton,Signe,,1,1,1,,not_enriched,unreviewed
997,Se4ff202230,Sheryl Crow,Mississippi,,1,1,1,,not_enriched,unreviewed
998,Se5d078ba98,Paul McCartney,Singalong Junk,,1,1,1,,not_enriched,unreviewed
999,Se61214ef57,The Doobie Brothers,Daughters of the Sea,,1,1,1,,not_enriched,unreviewed
1000,Se61d5387e6,Bad Company,Cross Country Boy,,1,1,1,,not_enriched,unreviewed
1001,Se668ee2959,The Cars,I Refuse,,1,1,1,,not_enriched,unreviewed
1002,Se6b4b82d27,Grand Funk Railroad,Sally,,1,1,1,,not_enriched,unreviewed
1003,Se6f41a0737,Neil Diamond,I Am I Said…,,1,1,1,,not_enriched,unreviewed
1004,Se72598a645,Chicago,(I’ve Been) Searchin’ So Long,,1,1,1,,not_enriched,unreviewed
1005,Se727202070,"Crosby, Stills, Nash & Young",Everybody I Love You,,1,1,1,,not_enriched,unreviewed
1006,Se75bccd6f7,Foreigner,Woman Oh Woman,,1,1,1,,not_enriched,unreviewed
1007,Se75cce3cf6,The Guess Who,These Eyes,,1,1,1,,not_enriched,unreviewed
1008,Se769c1c2b3,Kansas,No One Together,,1,1,1,,not_enriched,unreviewed
1009,Se77685331b,The Steve Miller Band,My Own Space,,1,1,1,,not_enriched,unreviewed
1010,Se7a8837026,Gordon Lightfoot,Carefree Highway,,1,1,1,,not_enriched,unreviewed
1011,Se7de495b79,Peter Frampton,Lines on My Face,,1,1,1,,not_enriched,unreviewed
1012,Se7f66ecdcc,The 5th Dimension,Aquarius / Let the Sunshine In (The Flesh Failures),,1,1,1,,not_enriched,unreviewed
1013,Se83c453d75,Electric Light Orchestra,Rockaria!,,1,1,1,,not_enriched,unreviewed
1014,Se8f910106a,Paul McCartney,Listen To What The Man Said,,1,1,1,,not_enriched,unreviewed
1015,Se8fa286f12,Eric Clapton,Lay Down Sally,,1,1,1,,not_enriched,unreviewed
1016,Se900199d6f,Garth Brooks,Papa Loved Mama,,1,1,1,,not_enriched,unreviewed
1017,Se97cdc548a,The Cars,Heartbeat City,,1,1,1,,not_enriched,unreviewed
1018,Se97eb8f04d,Paul McCartney,Every Night,,1,1,1,,not_enriched,unreviewed
1019,Se9d1f983fc,Huey Lewis and the News,Walking on a Thin Line,,1,1,1,,not_enriched,unreviewed
1020,Sea1cd3c814,Eagles,Life in the Fast Lane,,1,1,1,,not_enriched,unreviewed
1021,Sea82f4fa74,Led Zeppelin,Misty Mountain Hop,,1,1,1,,not_enriched,unreviewed
1022,Sea9a7fb9c6,The Beatles,Got to Get You Into My Life,,1,1,1,,not_enriched,unreviewed
1023,Sea9bee6b31,The Cars,Magic,,1,1,1,,not_enriched,unreviewed
1024,Seaaa9370f0,The Doors,Maggie M’Gill,,1,1,1,,not_enriched,unreviewed
1025,Seb8629608d,Tom Kimmel,No Tech,,1,1,1,,not_enriched,unreviewed
1026,Seb94050f24,Eric Clapton,Bell Bottom Blues,,1,1,1,,not_enriched,unreviewed
1027,Sebc0fa5542,Sheryl Crow,There Goes the Neighborhood,,1,1,1,,not_enriched,unreviewed
1028,Sebc2449736,Huey Lewis and the News,Heart and Soul,,1,1,1,,not_enriched,unreviewed
1029,Sebe1d3920e,Gordon Lightfoot,Don Quixote,,1,1,1,,not_enriched,unreviewed
1030,Secaab7a398,Icehouse,Sister,,1,1,1,,not_enriched,unreviewed
1031,Sed1a97f050,Bob Dylan,Just Like a Woman,,1,1,1,,not_enriched,unreviewed
1032,Sed5167b099,The Animals,"Baby, Let Me Take You Home",,1,1,1,,not_enriched,unreviewed
1033,Sed8a5b4a62,Tracy Chapman,Bridges,,1,1,1,,not_enriched,unreviewed
1034,Sedc467a81b,Alice Cooper,Billion Dollar Babies,,1,1,1,,not_enriched,unreviewed
1035,See2d1c51fb,George Harrison,You,,1,1,1,,not_enriched,unreviewed
1036,See5a5bde6c,Led Zeppelin,Ramble On,,1,1,1,,not_enriched,unreviewed
1037,See5bbeede2,Eagles,The Last Resort,,1,1,1,,not_enriched,unreviewed
1038,See86534565,Dire Straits,The Man’s Too Strong,,1,1,1,,not_enriched,unreviewed
1039,Seeca2fa6fb,Icehouse,Don't Believe Anymore,,1,1,1,,not_enriched,unreviewed
1040,Seecb3214b1,Bread,Look What You’ve Done,,1,1,1,,not_enriched,unreviewed
1041,Sef39401a23,Eric Clapton,Cocaine,,1,1,1,,not_enriched,unreviewed
1042,Sef59dc7a43,Alice Cooper,I’m Eighteen,,1,1,1,,not_enriched,unreviewed
1043,Sef92617bdb,Kansas,Cheyenne Anthem,,1,1,1,,not_enriched,unreviewed
1044,Sefa06f598f,The Guess Who,Do You Miss Me Darlin’?,,1,1,1,,not_enriched,unreviewed
1045,Sf02046dd77,Bread,Mother Freedom,,1,1,1,,not_enriched,unreviewed
1046,Sf0471c7298,Alice Cooper,Is It My Body,,1,1,1,,not_enriched,unreviewed
1047,Sf0d30c06a2,Gordon Lightfoot,Circle of Steel,,1,1,1,,not_enriched,unreviewed
1048,Sf1d42e0a63,The Doobie Brothers,Minute by Minute,,1,1,1,,not_enriched,unreviewed
1049,Sf263281f85,Fleetwood Mac,Landslide,,1,1,1,,not_enriched,unreviewed
1050,Sf268d15beb,The Mamas & the Papas,Twelve Thirty (Young Girls Are Coming to the Canyon),,1,1,1,,not_enriched,unreviewed
1051,Sf2b64a84ea,Eric Clapton,Old Love,,1,1,1,,not_enriched,unreviewed
1052,Sf2e0a179c6,Paul McCartney & Wings,Mamunia,,1,1,1,,not_enriched,unreviewed
1053,Sf303345310,Steve Miller Band,You Send Me,,1,1,1,,not_enriched,unreviewed
1054,Sf34ca496be,Kenny Loggins,Celebrate My Home,,1,1,1,,not_enriched,unreviewed
1055,Sf3c3c9afe0,The Mamas & the Papas,Go Where You Wanna Go,,1,1,1,,not_enriched,unreviewed
1056,Sf460479d2f,Heart,Never,,1,1,1,,not_enriched,unreviewed
1057,Sf4baef2898,Eagles,Pretty Maids All in a Row,,1,1,1,,not_enriched,unreviewed
1058,Sf536dd7eae,Grand Funk Railroad,Take Me,,1,1,1,,not_enriched,unreviewed
1059,Sf543b64ec7,Lynyrd Skynyrd,Simple Man,,1,1,1,,not_enriched,unreviewed
1060,Sf5f19e9de5,Wings,Let ’Em In,,1,1,1,,not_enriched,unreviewed
1061,Sf69375dbef,Led Zeppelin,The Rain Song,,1,1,1,,not_enriched,unreviewed
1062,Sf6b1fe114c,The Association,Never My Love,,1,1,1,,not_enriched,unreviewed
1063,Sf700ffdbf9,Led Zeppelin,Going to California,,1,1,1,,not_enriched,unreviewed
1064,Sf708928bb5,Billy Joel,The Stranger,,1,1,1,,not_enriched,unreviewed
1065,Sf74348f3c6,Billy Idol,Crank Call,,1,1,1,,not_enriched,unreviewed
1066,Sf75672cf64,"Crosby, Stills & Nash",You Don’t Have to Cry,,1,1,1,,not_enriched,unreviewed
1067,Sf75a6fc911,The Beatles,Norwegian Wood (This Bird Has Flown),,1,1,1,,not_enriched,unreviewed
1068,Sf78d970581,The Beatles,Sgt. Pepper’s Lonely Hearts Club Band (Reprise),,1,1,1,,not_enriched,unreviewed
1069,Sf816e91d88,Carole King,Tapestry,,1,1,1,,not_enriched,unreviewed
1070,Sf84833f014,Gordon Lightfoot,Canadian Railroad Trilogy,,1,1,1,,not_enriched,unreviewed
1071,Sf9a6b985d9,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),,1,1,1,,not_enriched,unreviewed
1072,Sfa1e4dc4af,Eric Clapton,Promises,,1,1,1,,not_enriched,unreviewed
1073,Sfa24692dd0,Garth Brooks,The Red Strokes,,1,1,1,,not_enriched,unreviewed
1074,Sfa4fd00059,Paul McCartney,Medicine Jar,,1,1,1,,not_enriched,unreviewed
1075,Sfa77b4a7e3,Huey Lewis & the News,If This Is It,,1,1,1,,not_enriched,unreviewed
1076,Sfaf3082d0f,Paul McCartney,That Would Be Something,,1,1,1,,not_enriched,unreviewed
1077,Sfb4534e494,Creedence Clearwater Revival,I Heard It Through the Grapevine,,1,1,1,,not_enriched,unreviewed
1078,Sfb56c7251c,Sheryl Crow,I Shall Believe,,1,1,1,,not_enriched,unreviewed
1079,Sfb8fac2bbc,George Harrison,Bangla Desh,,1,1,1,,not_enriched,unreviewed
1080,Sfbafa59bd1,The Beatles,The Night Before,,1,1,1,,not_enriched,unreviewed
1081,Sfbb85989a3,Gordon Lightfoot,Affair on 8th Avenue,,1,1,1,,not_enriched,unreviewed
1082,Sfbe30cfa5f,Eric Clapton,Running on Faith,,1,1,1,,not_enriched,unreviewed
1083,Sfc0b28dbef,Peter Gabriel,We Do What We’re Told (Milgram’s 37),,1,1,1,,not_enriched,unreviewed
1084,Sfc202eb783,Bon Jovi,Never Say Goodbye,,1,1,1,,not_enriched,unreviewed
1085,Sfc4bb5079a,The Doobie Brothers,"Another Park, Another Sunday",,1,1,1,,not_enriched,unreviewed
1086,Sfc4e2dcd15,Tom Kimmel,Shake,,1,1,1,,not_enriched,unreviewed
1087,Sfc9df5edc7,Enigma,Second Chapter,,1,1,1,,not_enriched,unreviewed
1088,Sfcaf0235ba,Carole King,Home Again,,1,1,1,,not_enriched,unreviewed
1089,Sfcc98e9a3a,Billy Joel,Careless Talk,,1,1,1,,not_enriched,unreviewed
1090,Sfd45e1b4ff,Chicago,Feelin’ Stronger Every Day,,1,1,1,,not_enriched,unreviewed
1091,Sfd48fcc449,Icehouse,Street Cafe,,1,1,1,,not_enriched,unreviewed
1092,Sfdf40d6951,Steve Miller Band,Fly Like an Eagle,,1,1,1,,not_enriched,unreviewed
1093,Sfe75bce146,The Association,Time for Livin',,1,1,1,,not_enriched,unreviewed
1094,Sfed984fd22,Garth Brooks,Unanswered Prayers,,1,1,1,,not_enriched,unreviewed
1095,Sfef979a3b6,"Crosby, Stills, Nash & Young","Country Girl: Whiskey Boot Hill – Down, Down, Down – “Country Girl” (I Think You’re Pretty)",,1,1,1,,not_enriched,unreviewed
1096,Sff7c50d734,Roger Hodgson,Had a Dream (Sleeping with the Enemy),,1,1,1,,not_enriched,unreviewed
1097,Sff8cadbf2a,Ace,Satellite,,1,1,1,,not_enriched,unreviewed
1098,Sffb03ce7e6,The Beatles,Dig A Pony,,1,1,1,,not_enriched,unreviewed
1099,S0263f2a2f0,Vanessa Williams,What Child Is This?,,0,1,0,,not_enriched,unreviewed
1100,S09c24c9379,Aretha Franklin,O Christmas Tree,,0,1,0,,not_enriched,unreviewed
1101,S231edc0b9f,AC/DC,Walk All Over You,,0,1,0,,not_enriched,unreviewed
1102,S3b35d142c8,AC/DC,Get It Hot,,0,1,0,,not_enriched,unreviewed
1103,S3ec2444186,AC/DC,Highway to Hell,,0,1,0,,not_enriched,unreviewed
1104,S41e84122a9,Luther Vandross,The Christmas Song,,0,1,0,,not_enriched,unreviewed
1105,S51e36a1891,Ronnie Spector,Rockin' Around the Christmas Tree,,0,1,0,,not_enriched,unreviewed
1106,S63f63b8211,AC/DC,If You Want Blood (You’ve Got It),,0,1,0,,not_enriched,unreviewed
1107,S66f9281fa5,AC/DC,Beating Around the Bush,,0,1,0,,not_enriched,unreviewed
1108,S681d5b7fa4,Extreme,Christmas Time Again,,0,1,0,,not_enriched,unreviewed
1109,S6ce1f4a672,Tom Petty and the Heartbreakers,Christmas All Over Again,,0,1,0,,not_enriched,unreviewed
1110,S77d39ec2fd,Sinéad O’Connor,I Believe in You,,0,1,0,,not_enriched,unreviewed
1111,S7ad4a0b6fe,AC/DC,Night Prowler,,0,1,0,,not_enriched,unreviewed
1112,S82b32aad43,Debbie Gibson,Sleigh Ride,,0,1,0,,not_enriched,unreviewed
1113,S881be9b33d,AC/DC,Love Hungry Man,,0,1,0,,not_enriched,unreviewed
1114,S8f3cd84192,Run‐D.M.C.,Christmas Is,,0,1,0,,not_enriched,unreviewed
1115,Sc242364283,Frank Sinatra,Santa Claus Is Coming to Town,,0,1,0,,not_enriched,unreviewed
1116,Sc2b4e1fdb3,Bonnie Raitt,Merry Christmas Baby,,0,1,0,,not_enriched,unreviewed
1117,Sd32c8b4a5c,Wilson Phillips,Silent Night,,0,1,0,,not_enriched,unreviewed
1118,Sd651556059,Ann,Blue Christmas,,0,1,0,,not_enriched,unreviewed
1119,Sd84abf8aad,Jon Bon Jovi,Please Come Home for Christmas,,0,1,0,,not_enriched,unreviewed
1120,Sdab6c23473,Michael Bolton,White Christmas,,0,1,0,,not_enriched,unreviewed
1121,Se6f9b21979,Paul Young,What Christmas Means to Me,,0,1,0,,not_enriched,unreviewed
1122,Se87b0a302a,Boyz II Men,The Birth of Christ,,0,1,0,,not_enriched,unreviewed
1123,See76276f2f,Tevin Campbell,O Holy Night,,0,1,0,,not_enriched,unreviewed
1124,Sf0527e5af9,AC/DC,Touch Too Much,,0,1,0,,not_enriched,unreviewed
1125,Sf8871b5038,AC/DC,Shot Down in Flames,,0,1,0,,not_enriched,unreviewed
1126,Sfa06f0a674,Randy Travis,Jingle Bell Rock,,0,1,0,,not_enriched,unreviewed
1127,Sfedd2ea0d1,AC/DC,Girls Got Rhythm,,0,1,0,,not_enriched,unreviewed
1128,S0ae3b5e119,The Moody Blues,Dawning Is the Day,,0,0,0,,not_enriched,unreviewed
1129,S164006fe06,The Moody Blues,Question,,0,0,0,,not_enriched,unreviewed
1130,S17ce5ed938,The Moody Blues,Evening: The Sun Set / Twilight Time,,0,0,0,,not_enriched,unreviewed
1131,S2f235ff045,The Moody Blues,Minstrel’s Song,,0,0,0,,not_enriched,unreviewed
1132,S4cf6b56029,The Moody Blues,Melancholy Man,,0,0,0,,not_enriched,unreviewed
1133,S6541326272,The Moody Blues,Tortoise and the Hare,,0,0,0,,not_enriched,unreviewed
1134,S6b93c33943,The Moody Blues,The Balance,,0,0,0,,not_enriched,unreviewed
1135,S7430410e60,The Moody Blues,And the Tide Rushes In,,0,0,0,,not_enriched,unreviewed
1136,S788944a30b,The Moody Blues,Dawn: Dawn Is a Feeling,,0,0,0,,not_enriched,unreviewed
1137,S7bfab38e73,The Moody Blues,Lunch Break: Peak Hour,,0,0,0,,not_enriched,unreviewed
1138,S85847d5f8c,The Moody Blues,Don’t You Feel Small,,0,0,0,,not_enriched,unreviewed
1139,S9716f185aa,The Moody Blues,How Is It (We Are Here),,0,0,0,,not_enriched,unreviewed
1140,Sc9ff033c00,The Moody Blues,The Night: Nights in White Satin,,0,0,0,,not_enriched,unreviewed
1141,Sca40f4f970,The Moody Blues,The Morning: Another Morning,,0,0,0,,not_enriched,unreviewed
1142,Sd4d0132b39,The Moody Blues,The Afternoon: Forever Afternoon (Tuesday?) / (Evening) Time to Get Away,,0,0,0,,not_enriched,unreviewed
1143,Sd66471c85a,The Moody Blues,The Day Begins,,0,0,0,,not_enriched,unreviewed
1144,Sdb80b5cd10,The Moody Blues,It’s Up to You,,0,0,0,,not_enriched,unreviewed
